,Id,User,Rating,Date Posted,Negativity_Score,Neutrality_Score,Positivity_Score,Compound_Score,Error,Evaluated_User_Rating
6237,tt5813366_10,regulusd,7/10,27 August 2018,0.175,0.397,0.428,0.6554,18.24285714285715,0.7
6238,tt5813366_11,srunwill,9/10,2 January 2018,0.053,0.47,0.477,0.98,9.999999999999996,0.9
6239,tt5813366_12,carsten172,9/10,31 December 2017,0.118,0.747,0.135,0.0746,-40.300000000000004,0.9
6240,tt5813366_13,nacking,8/10,27 August 2018,0.0,0.843,0.157,0.8949,18.431249999999995,0.8
6241,tt5813366_14,mattcarpenter-64434,1/10,2 January 2018,0.166,0.774,0.06,-0.8312,-15.60000000000003,0.1
6242,tt5813366_15,guyrayment-67765,10/10,24 April 2018,0.02,0.596,0.384,0.9959,-0.20499999999999963,1.0
6243,tt5813366_16,Tomrankin2,1/10,10 February 2019,0.0,0.886,0.114,0.4019,600.9499999999999,0.1
6244,tt5813366_17,mpripper,1/10,27 February 2019,0.155,0.714,0.131,-0.518,140.99999999999997,0.1
6245,tt5813366_18,yldavydov,2/10,12 March 2019,0.071,0.723,0.206,0.2929,223.22499999999997,0.2
6246,tt5813366_19,constructx,1/10,2 January 2018,0.139,0.765,0.097,-0.7353,32.350000000000016,0.1
6247,tt5813366_20,MovieIQTest,,3 January 2018,0.161,0.788,0.05,-0.9652,,
6248,tt5813366_21,jaapeelman,3/10,3 April 2018,0.299,0.652,0.049,-0.9761,-96.01666666666667,0.3
6249,tt5813366_22,drhersh,1/10,27 October 2020,0.187,0.682,0.131,-0.6898,55.1,0.1
6250,tt5813366_23,the_slurpee_king,2/10,27 July 2020,0.068,0.805,0.126,0.5486,287.15000000000003,0.2
6251,tt5813366_24,craigdoogan-49264,1/10,15 June 2018,0.162,0.735,0.104,-0.8992,-49.60000000000001,0.1
6252,tt5816956_0,euroasiangenetic,6/10,13 March 2018,0.263,0.647,0.09,-0.9966,-99.71666666666667,0.6
6253,tt5823524_0,Zbigniew_Krycsiwiki,,19 May 2017,0.067,0.895,0.038,-0.7687,,
6254,tt5823524_1,jonixon,8/10,25 June 2017,0.031,0.945,0.024,-0.2144,-50.9,0.8
6255,tt5843056_0,bcheng93,6/10,6 September 2016,0.051,0.806,0.143,0.9548,62.90000000000001,0.6
6256,tt5843056_1,westsideschl,7/10,27 February 2020,0.05,0.885,0.064,0.3202,-5.699999999999991,0.7
6257,tt5843056_2,grandmastersik,5/10,2 February 2017,0.082,0.809,0.109,0.8541,85.40999999999998,0.5
6258,tt5843056_3,richard-35250,,30 January 2019,0.092,0.764,0.143,0.9605,,
6259,tt5846644_0,zixiong,1/10,17 October 2020,0.345,0.579,0.076,-0.8316,-15.800000000000008,0.1
6260,tt5846644_1,lightronger,9/10,21 January 2018,0.054,0.795,0.151,0.9985,11.027777777777773,0.9
6261,tt5846644_2,MovieIQTest,,13 March 2018,0.129,0.807,0.065,-0.9561,,
6262,tt5846644_3,Hellmant,8/10,24 January 2018,0.157,0.744,0.098,-0.9667,-97.91875,0.8
6263,tt5846644_4,hcnj-79021,10/10,20 January 2018,0.135,0.759,0.105,-0.561,-78.05,1.0
6264,tt5846644_5,dctr666,8/10,7 May 2018,0.051,0.793,0.156,0.9417,21.356249999999992,0.8
6265,tt5846644_6,ChandlerHammer,7/10,7 December 2019,0.024,0.706,0.27,0.9708,40.77142857142859,0.7
6266,tt5846644_7,blinkable,8/10,1 May 2018,0.089,0.766,0.145,0.938,21.12499999999999,0.8
6267,tt5862362_0,Killa42,4/10,25 August 2020,0.066,0.806,0.129,0.928,140.99999999999997,0.4
6268,tt5862362_1,Leofwine_draca,3/10,27 November 2018,0.098,0.833,0.068,-0.3075,15.416666666666673,0.3
6269,tt5866930_0,phanthinga,5/10,19 November 2017,0.107,0.743,0.15,0.3328,33.28,0.5
6270,tt5866930_1,samzzz-69448,5/10,11 August 2017,0.05,0.799,0.151,0.9957,99.57000000000001,0.5
6271,tt5866930_2,thomaspans,10/10,5 September 2017,0.0,0.922,0.078,0.7696,-11.519999999999996,1.0
6272,tt5866930_3,moviexclusive,6/10,17 August 2017,0.096,0.739,0.165,0.9968,66.4,0.6
6273,tt5866930_4,Jithindurden,3/10,2 December 2017,0.087,0.843,0.071,-0.3933,1.1166666666666734,0.3
6274,tt5866930_5,lojitsu,7/10,1 February 2019,0.058,0.784,0.158,0.9062,36.15714285714288,0.7
6275,tt5866930_6,vandelour,5/10,16 October 2017,0.034,0.837,0.128,0.926,92.60000000000002,0.5
6276,tt5866930_7,dziemke,5/10,19 August 2017,0.0,0.79,0.21,0.9675,96.75,0.5
6277,tt5866930_8,BA_Harrison,3/10,17 February 2018,0.155,0.695,0.15,-0.4537,-8.949999999999996,0.3
6278,tt5866930_9,kluseba,7/10,23 December 2017,0.131,0.671,0.198,0.9947,42.478571428571435,0.7
6279,tt5866930_10,subxerogravity,7/10,23 August 2017,0.1,0.726,0.174,0.9429,38.77857142857143,0.7
6280,tt5866930_11,mchgothmog,10/10,26 August 2018,0.172,0.654,0.174,-0.1531,-57.655,1.0
6281,tt5866930_12,grantkenny-13794,8/10,12 August 2017,0.013,0.504,0.483,0.9959,24.743749999999995,0.8
6282,tt5866930_13,playtoyer,8/10,2 August 2019,0.0,0.819,0.181,0.936,20.99999999999999,0.8
6283,tt5866930_14,paul_haakonsen,7/10,7 February 2021,0.003,0.747,0.249,0.9987,42.76428571428571,0.7
6284,tt5866930_15,filmtravel101,3/10,10 January 2021,0.154,0.642,0.204,0.8383,206.38333333333335,0.3
6285,tt5866930_16,DanielLee325,10/10,15 August 2020,0.0,0.858,0.142,0.9663,-1.6850000000000032,1.0
6286,tt5866930_17,spookyrat1,6/10,3 April 2020,0.041,0.84,0.119,0.9699,64.15833333333335,0.6
6287,tt5866930_18,Movie-Misfit,6/10,30 January 2020,0.047,0.726,0.227,0.9987,66.55833333333334,0.6
6288,tt5866930_19,emperoryad,10/10,20 August 2017,0.032,0.592,0.376,0.9781,-1.0950000000000015,1.0
6289,tt5866930_20,rsmith1960,10/10,4 December 2018,0.101,0.493,0.405,0.8779,-6.105000000000005,1.0
6290,tt5866930_21,henhelena,10/10,23 October 2017,0.045,0.605,0.351,0.9853,-0.7349999999999968,1.0
6291,tt5870806_0,moviexclusive,3/10,30 July 2016,0.076,0.844,0.079,0.5247,154.1166666666667,0.3
6292,tt5871166_0,euroasiangenetic,10/10,21 November 2018,0.154,0.666,0.179,0.7331,-13.345000000000006,1.0
6293,tt5874548_0,gonijohn,2/10,27 November 2018,0.0,0.756,0.244,0.8122,353.04999999999995,0.2
6294,tt5882704_0,baekms,9/10,22 April 2019,0.0,0.602,0.398,0.9311,7.283333333333333,0.9
6295,tt5882704_1,futuretype,7/10,25 June 2018,0.044,0.85,0.106,0.7184,22.742857142857144,0.7
6296,tt5896962_0,tenshi_ippikiookami,5/10,4 November 2016,0.029,0.878,0.093,0.9542,95.42000000000002,0.5
6297,tt5896962_1,yoggwork,4/10,19 February 2019,0.242,0.758,0.0,-0.6956,-61.95,0.4
6298,tt5896962_2,paul_haakonsen,6/10,8 May 2017,0.039,0.76,0.202,0.9955,66.29166666666669,0.6
6299,tt5896962_3,Leofwine_draca,6/10,14 December 2018,0.066,0.706,0.228,0.9625,63.541666666666664,0.6
6300,tt5896962_4,Uriah43,6/10,28 September 2019,0.073,0.876,0.051,-0.5193,-59.94166666666666,0.6
6301,tt5896962_5,silvermistvio,5/10,27 August 2019,0.076,0.87,0.054,-0.7295,-72.95,0.5
6302,tt5896962_6,dwp1948,1/10,21 December 2020,0.115,0.832,0.053,-0.4404,179.79999999999998,0.1
6303,tt5914618_0,Foutainoflife,5/10,30 September 2018,0.086,0.676,0.239,0.8519,85.19000000000001,0.5
6304,tt5918090_0,boblipton,7/10,26 November 2016,0.056,0.811,0.133,0.9658,40.414285714285725,0.7
6305,tt5918090_1,PipAndSqueak,7/10,27 May 2017,0.04,0.79,0.169,0.9515,39.39285714285715,0.7
6306,tt5918090_2,lasttimeisaw,8/10,12 March 2019,0.098,0.792,0.11,0.8621,16.381249999999987,0.8
6307,tt5918090_3,MadamWarden,6/10,5 December 2019,0.065,0.686,0.249,0.8201,51.67500000000002,0.6
6308,tt5918090_4,wdftop,6/10,17 August 2017,0.068,0.761,0.171,0.9561,63.00833333333333,0.6
6309,tt5918090_5,paul_haakonsen,2/10,28 April 2017,0.084,0.868,0.048,-0.765,-41.25000000000001,0.2
6310,tt5918090_6,yoggwork,5/10,18 February 2019,0.0,0.901,0.099,0.5273,52.72999999999999,0.5
6311,tt5918090_7,Andres-Camara,2/10,24 September 2017,0.1,0.8,0.1,0.2283,207.075,0.2
6312,tt5929654_0,ryrymadrid,1/10,15 June 2020,0.275,0.725,0.0,-0.5511,124.44999999999997,0.1
6313,tt5929654_1,wolverineclassic,6/10,10 June 2020,0.25,0.75,0.0,-0.4588,-54.89999999999999,0.6
6314,tt5929654_2,anjenkins003,1/10,27 July 2020,0.214,0.704,0.082,-0.5805,109.74999999999997,0.1
6315,tt5929654_3,RosanaBotafogo,7/10,28 January 2021,0.103,0.487,0.41,0.9571,39.79285714285716,0.7
6316,tt5929654_4,kwenchow,1/10,9 June 2020,0.126,0.829,0.046,-0.9179,-58.950000000000024,0.1
6317,tt5929654_5,alexandredaune,1/10,2 August 2020,0.083,0.724,0.194,0.2846,542.3,0.1
6318,tt5929654_6,jjandcarolynhuff,2/10,25 September 2020,0.02,0.768,0.211,0.9731,393.27500000000003,0.2
6319,tt5929654_7,agsconsulting2874,,18 June 2020,0.121,0.762,0.116,-0.4373,,
6320,tt5929654_8,injury-65447,2/10,13 October 2020,0.08,0.898,0.021,-0.669,-17.250000000000014,0.2
6321,tt5929654_9,edjogg,7/10,14 June 2020,0.273,0.622,0.105,-0.8519,-89.42142857142858,0.7
6322,tt5929654_10,gjunger,9/10,10 June 2020,0.0,0.6,0.4,0.9601,8.89444444444444,0.9
6323,tt5929654_11,dannypig,10/10,9 June 2020,0.0,0.593,0.407,0.9552,-2.2399999999999975,1.0
6324,tt5929654_12,julianngreen1,1/10,9 June 2020,0.159,0.72,0.121,0.2158,507.9,0.1
6325,tt5929654_13,lisafordeay,3/10,1 September 2020,0.062,0.855,0.083,0.2732,112.20000000000003,0.3
6326,tt5929654_14,rannynm,10/10,11 June 2020,0.025,0.758,0.217,0.9982,-0.09000000000000119,1.0
6327,tt5929654_15,Moviereeeels12,1/10,29 October 2020,0.071,0.646,0.283,0.9657,882.85,0.1
6328,tt5929654_16,Cj-Oz,3/10,2 April 2021,0.084,0.916,0.0,-0.296,17.333333333333332,0.3
6329,tt5929654_17,pazis-x,1/10,12 March 2021,0.098,0.816,0.086,0.3989,599.45,0.1
6330,tt5929654_18,samueldo-16714,10/10,13 June 2020,0.0,1.0,0.0,0.0,-50.0,1.0
6331,tt5929654_19,gidget-74766,8/10,6 February 2021,0.0,0.536,0.464,0.9753,23.456249999999983,0.8
6332,tt5929654_20,sttgm,10/10,17 January 2021,0.04,0.526,0.434,0.9623,-1.8850000000000033,1.0
6333,tt5929654_21,SamuelGN,,17 September 2020,0.083,0.632,0.285,0.7507,,
6334,tt5929654_22,faer_kr,9/10,20 June 2020,0.048,0.852,0.101,0.1505,-36.08333333333333,0.9
6335,tt5929654_23,jmama09,10/10,14 June 2020,0.0,0.262,0.738,0.9802,-0.990000000000002,1.0
6336,tt5929654_24,likegrandma,10/10,7 July 2020,0.0,0.495,0.505,0.8803,-5.984999999999996,1.0
6337,tt5934728_0,bruce-samuelson,4/10,7 October 2017,0.018,0.886,0.096,0.7493,118.66249999999997,0.4
6338,tt5938816_0,angilinwago,10/10,23 April 2018,0.19,0.591,0.219,0.2732,-36.339999999999996,1.0
6339,tt5955834_0,yoggwork,3/10,19 February 2019,0.0,1.0,0.0,0.0,66.66666666666667,0.3
6340,tt5956006_0,jeymatt,5/10,13 August 2018,0.103,0.897,0.0,-0.3412,-34.12,0.5
6341,tt5956006_1,ctowyi,7/10,9 May 2017,0.054,0.789,0.157,0.9975,42.678571428571445,0.7
6342,tt5962096_0,GiraffeDoor,4/10,11 November 2019,0.09,0.717,0.193,0.9939,149.23749999999998,0.4
6343,tt5974624_0,Raven-1969,8/10,19 October 2016,0.074,0.791,0.135,0.9204,20.024999999999988,0.8
6344,tt5974624_1,kowboykaziklibey,10/10,20 June 2019,0.114,0.865,0.021,-0.9153,-95.765,1.0
6345,tt5974624_2,gaijin-11422,10/10,19 April 2018,0.0,0.799,0.201,0.8689,-6.555,1.0
6346,tt5974624_3,metroart,6/10,15 March 2018,0.053,0.868,0.079,0.852,54.333333333333336,0.6
6347,tt5974624_4,classicsoncall,8/10,4 October 2017,0.07,0.857,0.073,0.1869,-25.81875,0.8
6348,tt5987992_0,lesbianspacerocks,10/10,21 January 2018,0.0,0.599,0.401,0.9436,-2.8200000000000003,1.0
6349,tt5987992_1,lia00027,9/10,9 September 2017,0.039,0.732,0.229,0.9976,10.977777777777778,0.9
6350,tt5987992_2,fabiog-26-358885,5/10,28 February 2021,0.037,0.854,0.108,0.9402,94.02,0.5
6351,tt5991440_0,Snootz,,12 November 2016,0.032,0.845,0.123,0.836,,
6352,tt5992138_0,keithomusic,4/10,23 June 2018,0.075,0.823,0.103,0.7765,122.06249999999999,0.4
6353,tt5992138_1,bledibego,6/10,10 August 2017,0.059,0.866,0.075,0.0586,-11.783333333333331,0.6
6354,tt5992138_2,paulclaassen,5/10,1 April 2020,0.107,0.661,0.232,0.9847,98.47000000000001,0.5
6355,tt5992138_3,maralvimmm,,1 September 2018,0.082,0.666,0.253,0.9548,,
6356,tt6013920_0,landaiabc,8/10,11 July 2019,0.0,0.713,0.287,0.8885,18.03125,0.8
6357,tt6015706_0,hennessysj,1/10,22 June 2020,0.288,0.658,0.054,-0.9565,-78.25000000000001,0.1
6358,tt6015706_1,sandrabetty-72592,,2 June 2018,0.189,0.598,0.213,-0.12,,
6359,tt6015706_2,kirbylee70-599-526179,1/10,20 August 2018,0.098,0.786,0.116,0.8621,831.05,0.1
6360,tt6015706_3,mayaamardaniah,1/10,27 April 2018,0.211,0.789,0.0,-0.7096,45.19999999999999,0.1
6361,tt6015706_4,asiribander,1/10,7 June 2018,0.0,1.0,0.0,0.0,400.0,0.1
6362,tt6015706_5,xcash-26767,1/10,26 September 2018,0.262,0.576,0.162,-0.7622,18.9,0.1
6363,tt6015706_6,vmps-1,1/10,12 May 2018,0.199,0.722,0.079,-0.8892,-44.6,0.1
6364,tt6015706_7,nogodnomasters,2/10,22 July 2018,0.131,0.793,0.076,-0.7574,-39.349999999999994,0.2
6365,tt6015706_8,vmps-1,1/10,31 May 2018,0.135,0.816,0.048,-0.7506,24.69999999999997,0.1
6366,tt6015706_9,MovieIQTest,,23 February 2018,0.137,0.757,0.106,-0.8454,,
6367,tt6015706_10,shakercoola,3/10,9 November 2019,0.063,0.837,0.1,0.7003,183.38333333333333,0.3
6368,tt6015706_11,sbohler-87083,1/10,16 September 2018,0.444,0.556,0.0,-0.8316,-15.800000000000008,0.1
6369,tt6015706_12,deannie-98983,5/10,1 October 2018,0.156,0.708,0.136,0.0106,1.0599999999999943,0.5
6370,tt6015706_13,Invalid-User-Id,1/10,12 August 2018,0.161,0.656,0.183,0.319,559.5,0.1
6371,tt6015706_14,holeeray,9/10,18 July 2018,0.044,0.885,0.071,0.5267,-15.183333333333337,0.9
6372,tt6015706_15,edgarhurtado-563-994139,1/10,2 March 2018,0.21,0.7,0.09,-0.8267,-13.350000000000001,0.1
6373,tt6015706_16,hilbot,10/10,30 September 2018,0.0,0.796,0.204,0.9469,-2.6550000000000074,1.0
6374,tt6015706_17,toonies555,10/10,15 May 2019,0.105,0.744,0.152,0.4582,-27.090000000000003,1.0
6375,tt6015706_18,slightlymad22,2/10,27 November 2019,0.122,0.85,0.028,-0.8217,-55.425000000000004,0.2
6376,tt6015706_19,thirunash,1/10,6 December 2018,0.0,0.764,0.236,0.7936,796.8,0.1
6377,tt6015706_20,nhoavo,,28 October 2018,0.139,0.741,0.12,-0.0772,,
6378,tt6015706_21,johnnklaer,1/10,26 April 2021,0.179,0.821,0.0,-0.2411,279.45,0.1
6379,tt6015706_22,talllwoood13,2/10,20 March 2021,0.086,0.751,0.164,0.8667,366.67499999999995,0.2
6380,tt6015706_23,Snowraven69,1/10,16 March 2021,0.101,0.79,0.109,0.1647,482.35,0.1
6381,tt6015706_24,robbieadams1969,1/10,5 November 2020,0.127,0.832,0.041,-0.9573,-78.65000000000002,0.1
6382,tt6033150_0,andylunga,4/10,7 September 2017,0.137,0.863,0.0,-0.8316,-78.95,0.4
6383,tt6033150_1,kosmasp,7/10,3 March 2018,0.03,0.835,0.135,0.9342,38.15714285714288,0.7
6384,tt6033150_2,paul_haakonsen,3/10,23 March 2019,0.078,0.782,0.14,0.937,222.8333333333334,0.3
6385,tt6033150_3,RosanaBotafogo,8/10,9 January 2021,0.052,0.698,0.25,0.8986,18.662499999999998,0.8
6386,tt6033150_4,ljknsl-49538,2/10,24 November 2020,0.162,0.75,0.088,-0.5563,10.92499999999999,0.2
6387,tt6044910_0,moviexclusive,8/10,1 October 2016,0.068,0.855,0.077,0.7246,7.787500000000003,0.8
6388,tt6044910_1,reginazyr,8/10,12 February 2017,0.074,0.806,0.121,0.6937,5.856249999999993,0.8
6389,tt6044910_2,rchui,10/10,1 October 2016,0.14,0.783,0.078,-0.9139,-95.695,1.0
6390,tt6044910_3,tl3000,2/10,18 January 2017,0.1,0.823,0.077,-0.5789,5.275000000000002,0.2
6391,tt6044910_4,ebossert,8/10,13 February 2017,0.078,0.779,0.143,0.9911,24.443749999999987,0.8
6392,tt6044910_5,MovieIQTest,,28 December 2016,0.105,0.76,0.135,0.9575,,
6393,tt6044910_6,phanthinga,8/10,11 March 2018,0.087,0.661,0.252,0.9682,23.012499999999992,0.8
6394,tt6044910_7,targetlad72,3/10,17 January 2017,0.011,0.909,0.08,0.8706,211.76666666666665,0.3
6395,tt6044910_8,xuefeiding-92364,9/10,15 July 2020,0.284,0.588,0.127,-0.9492,-97.17777777777779,0.9
6396,tt6044910_9,kluseba,8/10,6 June 2020,0.064,0.766,0.17,0.9901,24.381249999999994,0.8
6397,tt6044910_10,deloudelouvain,6/10,1 February 2017,0.018,0.858,0.123,0.9444,62.03333333333333,0.6
6398,tt6044910_11,psy99999,,10 October 2016,0.1,0.769,0.131,0.8569,,
6399,tt6044910_12,savethebears,10/10,8 May 2017,0.025,0.65,0.325,0.9953,-0.23500000000000743,1.0
6400,tt6044910_13,soumya-pappu,7/10,25 July 2020,0.116,0.801,0.083,-0.2732,-48.08571428571428,0.7
6401,tt6044910_14,saptesh786,9/10,10 June 2020,0.164,0.641,0.195,0.8106,0.5888888888888857,0.9
6402,tt6044910_15,hackskii,10/10,2 April 2018,0.028,0.731,0.241,0.9377,-3.115000000000001,1.0
6403,tt6044910_16,dwp1948,5/10,21 January 2020,0.183,0.549,0.268,0.2342,23.419999999999995,0.5
6404,tt6044910_17,yoggwork,6/10,18 February 2019,0.0,0.838,0.162,0.7154,42.95000000000001,0.6
6405,tt6044910_18,Leofwine_draca,6/10,28 July 2017,0.042,0.797,0.161,0.9538,62.81666666666668,0.6
6406,tt6044910_19,xavier-knoepffler,8/10,5 December 2018,0.087,0.81,0.103,0.3343,-16.606250000000003,0.8
6407,tt6044910_20,xuefeiding,9/10,9 April 2020,0.021,0.664,0.315,0.9607,8.927777777777782,0.9
6408,tt6044910_21,paulclaassen,7/10,21 October 2019,0.099,0.665,0.236,0.9801,41.43571428571429,0.7
6409,tt6044910_22,FeastMode,6/10,23 July 2019,0.0,0.724,0.276,0.9313,60.94166666666667,0.6
6410,tt6044910_23,laura-olivieri,10/10,4 May 2019,0.0,0.323,0.677,0.9267,-3.665000000000007,1.0
6411,tt6047232_0,graysonchin,5/10,23 March 2020,0.114,0.811,0.074,-0.567,-56.699999999999996,0.5
6412,tt6050658_0,slideshowp2,1/10,4 January 2020,0.204,0.657,0.139,-0.8721,-36.05,0.1
6413,tt6054290_0,ctowyi,8/10,21 November 2016,0.04,0.705,0.255,0.999,24.9375,0.8
6414,tt6054290_1,christian94,10/10,18 February 2020,0.046,0.673,0.282,0.9985,-0.07500000000000284,1.0
6415,tt6054290_2,roxxr,8/10,6 April 2018,0.044,0.727,0.229,0.9732,23.324999999999985,0.8
6416,tt6054290_3,s-34708,9/10,26 March 2018,0.0,0.791,0.209,0.7003,-5.538888888888895,0.9
6417,tt6054290_4,xSuperMu,10/10,25 March 2020,0.0,0.735,0.265,0.9186,-4.069999999999996,1.0
6418,tt6054290_5,Lenaye999,9/10,3 June 2020,0.0,0.83,0.17,0.979,9.944444444444448,0.9
6419,tt6054290_6,lasttimeisaw,7/10,10 April 2020,0.056,0.912,0.032,-0.5209,-65.77857142857142,0.7
6420,tt6067136_0,lost-in-limbo,4/10,24 June 2018,0.204,0.736,0.061,-0.9953,-99.4125,0.4
6421,tt6067462_0,Leofwine_draca,6/10,11 December 2017,0.096,0.844,0.061,-0.2183,-34.85833333333333,0.6
6422,tt6067462_1,jim9tan,,25 September 2018,0.247,0.691,0.062,-0.9954,,
6423,tt6067462_2,shide_85,8/10,16 January 2017,0.093,0.802,0.105,-0.1523,-47.018750000000004,0.8
6424,tt6067462_3,MovieIQTest,,11 August 2019,0.202,0.72,0.078,-0.9949,,
6425,tt6067462_4,boblipton,4/10,24 September 2016,0.115,0.758,0.127,-0.4061,-25.762500000000006,0.4
6426,tt6074202_0,imdb-936-837144,9/10,8 October 2016,0.05,0.819,0.131,0.9952,10.844444444444447,0.9
6427,tt6074202_1,sally-w,9/10,7 October 2016,0.025,0.782,0.192,0.9657,9.205555555555552,0.9
6428,tt6074202_2,shateers,10/10,14 May 2020,0.081,0.665,0.254,0.7906,-10.470000000000002,1.0
6429,tt6074202_3,jahidhasansagar,8/10,9 August 2019,0.108,0.599,0.293,0.9772,23.574999999999985,0.8
6430,tt6075750_0,slideshowp2,1/10,11 January 2020,0.102,0.698,0.2,0.9852,892.5999999999998,0.1
6431,tt6083388_0,phanthinga,9/10,13 September 2017,0.171,0.642,0.187,-0.1935,-55.19444444444444,0.9
6432,tt6083388_1,Eiriksterminator,8/10,1 December 2017,0.118,0.728,0.154,0.8487,15.543749999999996,0.8
6433,tt6083388_2,TwistedMango,6/10,4 November 2017,0.08,0.81,0.11,0.9686,64.05,0.6
6434,tt6083388_3,akwonghuynh,7/10,18 June 2018,0.09,0.766,0.144,0.9903,42.16428571428572,0.7
6435,tt6083388_4,dworldeater,8/10,26 November 2017,0.047,0.744,0.21,0.9849,24.056250000000002,0.8
6436,tt6083388_5,futuretype,8/10,29 January 2018,0.029,0.895,0.076,0.8275,14.218750000000002,0.8
6437,tt6083388_6,eggyaya,9/10,7 October 2018,0.041,0.84,0.119,0.8045,0.24999999999999714,0.9
6438,tt6083388_7,facesofine,8/10,6 April 2018,0.137,0.719,0.144,0.3168,-17.700000000000006,0.8
6439,tt6083388_8,RosanaBotafogo,7/10,30 January 2021,0.102,0.627,0.271,0.9418,38.70000000000001,0.7
6440,tt6083388_9,ilenilaura,9/10,9 June 2020,0.139,0.729,0.131,-0.5885,-77.13888888888889,0.9
6441,tt6083388_10,bkids-09562,5/10,11 March 2018,0.116,0.76,0.124,0.5719,57.18999999999998,0.5
6442,tt6083388_11,fallguy_jack,4/10,19 September 2017,0.141,0.751,0.107,-0.8336,-79.2,0.4
6443,tt6083388_12,MovieIQTest,,10 September 2017,0.207,0.714,0.079,-0.9774,,
6444,tt6083388_13,thekingsdom,6/10,31 July 2018,0.064,0.615,0.321,0.9726,64.38333333333334,0.6
6445,tt6083388_14,Leofwine_draca,7/10,25 March 2018,0.099,0.787,0.114,0.4215,1.5357142857142911,0.7
6446,tt6083388_15,investorman,9/10,30 March 2018,0.289,0.711,0.0,-0.8991,-94.39444444444445,0.9
6447,tt6083388_16,jduong-76811,2/10,24 December 2017,0.254,0.746,0.0,-0.5267,18.325000000000006,0.2
6448,tt6083388_17,deloudelouvain,4/10,10 May 2019,0.053,0.787,0.16,0.9466,143.325,0.4
6449,tt6083388_18,peymanock2,1/10,18 January 2019,0.0,1.0,0.0,0.0,400.0,0.1
6450,tt6090264_0,leewinglum,9/10,21 January 2018,0.078,0.815,0.107,0.7331,-3.7166666666666766,0.9
6451,tt6090264_1,DeeNine-2,10/10,14 November 2017,0.044,0.865,0.09,0.9357,-3.215000000000001,1.0
6452,tt6090264_2,toriamiddleton,9/10,7 September 2019,0.049,0.821,0.129,0.9952,10.844444444444447,0.9
6453,tt6090264_3,smartypantsz,8/10,28 September 2020,0.02,0.896,0.084,0.705,6.562499999999999,0.8
6454,tt6090264_4,EggOrChicken,7/10,25 April 2019,0.0,0.687,0.313,0.9595,39.96428571428572,0.7
6455,tt6090264_5,dianebrauch,4/10,29 August 2019,0.317,0.61,0.073,-0.9699,-96.2375,0.4
6456,tt6091936_0,Snootz,8/10,2 October 2016,0.046,0.683,0.272,0.9984,24.89999999999999,0.8
6457,tt6091936_1,ElliesWonder,2/10,19 October 2017,0.173,0.671,0.155,-0.7785,-44.625,0.2
6458,tt6091936_2,charlotte_duerre_jelly,10/10,25 May 2018,0.0,0.78,0.22,0.7481,-12.595,1.0
6459,tt6091936_3,nishera,5/10,3 April 2019,0.065,0.79,0.145,0.9782,97.82,0.5
6460,tt6091936_4,Geeta352,9/10,3 April 2019,0.069,0.71,0.221,0.9892,10.5111111111111,0.9
6461,tt6091936_5,kosmasp,6/10,25 September 2019,0.036,0.826,0.138,0.9261,60.50833333333333,0.6
6462,tt6091936_6,ottemis,5/10,20 December 2019,0.094,0.771,0.135,0.5842,58.42,0.5
6463,tt6091936_7,morebon,10/10,7 April 2019,0.0,0.544,0.456,0.855,-7.250000000000001,1.0
6464,tt6091936_8,franklinchica,6/10,21 July 2019,0.0,0.933,0.067,0.4201,18.341666666666665,0.6
6465,tt6091936_9,lia00027,7/10,28 May 2018,0.094,0.739,0.167,0.9058,36.12857142857145,0.7
6466,tt6096894_0,onmawings,6/10,3 January 2019,0.031,0.874,0.095,0.6288,35.73333333333334,0.6
6467,tt6096894_1,paulclaassen,2/10,17 June 2018,0.077,0.91,0.013,-0.6872,-21.800000000000015,0.2
6468,tt6099304_0,erskine-bridge,7/10,17 November 2018,0.114,0.755,0.131,0.643,17.357142857142865,0.7
6469,tt6128782_0,alberto86930,10/10,10 December 2016,0.083,0.786,0.132,0.7504,-12.480000000000002,1.0
6470,tt6128782_1,TheBigSick,,15 February 2018,0.072,0.723,0.205,0.9184,,
6471,tt6138688_0,venuslim-42481,7/10,19 August 2017,0.076,0.756,0.167,0.9147,36.76428571428571,0.7
6472,tt6138688_1,chensh-97160,9/10,10 August 2017,0.048,0.702,0.25,0.9541,8.561111111111105,0.9
6473,tt6138688_2,ameliaj-50631,8/10,10 August 2017,0.125,0.702,0.173,0.9896,24.349999999999998,0.8
6474,tt6138688_3,lemmechu,8/10,7 August 2017,0.089,0.849,0.062,-0.0547,-40.91875,0.8
6475,tt6138688_4,q-77806,10/10,7 August 2017,0.053,0.609,0.338,0.9886,-0.5700000000000038,1.0
6476,tt6138688_5,sslws,7/10,18 August 2017,0.009,0.722,0.269,0.9964,42.6,0.7
6477,tt6138688_6,longtochophap,9/10,12 August 2017,0.06,0.66,0.28,0.9995,11.083333333333334,0.9
6478,tt6138688_7,huyenrung-21613,10/10,11 August 2017,0.072,0.739,0.189,0.9905,-0.4750000000000032,1.0
6479,tt6138688_8,Windgrey,10/10,11 August 2017,0.059,0.785,0.156,0.996,-0.20000000000000018,1.0
6480,tt6138688_9,janeliyix,8/10,12 August 2017,0.088,0.692,0.22,0.9399,21.24374999999999,0.8
