,Id,Primary Title,Original Title,Year,Genres,Average Rating,# of Votes
1020,tt0333690,Jue zhan zhi hou, Jue zhan zhi hou,1991, Drama&War,7.2,16
1021,tt0333762,Whoever Comes Is a Guest, Lai de dou shi ke,1990, Comedy&Drama,6.7,15
1022,tt0333979,The Story of South Island, Nan dao feng yun,1955, War,7.2,5
1023,tt0334000,Ni ming dian hua, Ni ming dian hua,1987, Horror,6.6,5
1024,tt0334022,Army Nurse, Nu er lo,1985, Romance,6.0,6
1025,tt0334195,What a Family, Qiao zhe yi jia zi,1979, Drama,7.4,69
1026,tt0334198,Qiu shou qi yi, Qiu shou qi yi,1993, Drama&War,2.4,7
1027,tt0334339,Shang gan ling, Shang gan ling,1956, Drama&War,6.6,116
1028,tt0334504,Tian shi yu mo gui, Tian shi yu mo gui,1987, Crime&Drama,5.7,6
1029,tt0334505,An Answer from Heaven, Tian tang hui xin,1994, Family,7.5,57
1030,tt0334683,Wan shui qian shan, Wan shui qian shan,1960, War,6.5,13
1032,tt0334732,Railroad of Hope, Xi wang zhi lü,2002, Documentary,7.7,48
1033,tt0334735,Xin ju zhang dao lai zhi qian, Xin ju zhang dao lai zhi qian,1956, Drama,6.5,17
1034,tt0334738,Beauty Head of the Haunted House, Xiong zhai mei ren tou,1989, Horror,6.2,11
1035,tt0334786,To Liberate Shanghai, Zhan Shanghai,1959, War,6.9,14
1041,tt0338893,Da jie, Da jie,1995, War,7.8,12
1042,tt0339118,Hei bai ren jian, Hei bai ren jian,1992, Crime,7.4,5
1043,tt0339127,Hei san jiao, Hei san jiao,1977, Action,6.3,16
1044,tt0339128,Hei se 25, Hei se 25,1992, Action&Crime,3.0,6
1045,tt0339269,Ku cai hua, Ku cai hua,1965, Drama&War,5.9,17
1048,tt0339891,Wei hai zi men zhu fu, Wei hai zi men zhu fu,1953, Drama,6.0,6
1049,tt0339917,Husband and Wife, Wo men fu fu zhi jian,1951, Drama,6.2,8
1050,tt0339932,You xia hei hu die, You xia hei hu die,1988, Drama,5.1,7
1051,tt0339981,Murder in 405, 405 mou sha an,1980, Thriller,7.6,97
1052,tt0340015,Bi xue bao dao, Bi xue bao dao,1991, Action,6.0,7
1053,tt0340043,Cheng feng po lang, Cheng feng po lang,1958, Drama,5.8,11
1054,tt0340046,Chuang ye, Chuang ye,1974, Drama,6.0,5
1056,tt0340065,Da chuan qi, Da chuan qi,1988, Drama,7.0,13
1057,tt0340114,Feng huo shao nian, Feng huo shao nian,1975, Drama,6.1,7
1058,tt0340126,Ge lia hao, Ge lia hao,1962, Comedy,6.7,7
1059,tt0340151,He chu bu feng liu, He chu bu feng liu,1983, Drama,6.2,5
1060,tt0340166,Hua hao yue yuan, Hua hao yue yuan,1958, Drama&Romance,5.7,6
1061,tt0340185,Jin guang da dao shang ji, Jin guang da dao shang ji,1975, Drama,4.8,6
1062,tt0340202,Lan dun bao xian xiang, Lan dun bao xian xiang,1983, Crime,4.6,5
1063,tt0340226,Bloodshed on the Luohuapo, Luohuapo qing chou,1991, Action,5.6,7
1064,tt0340300,The Bridge, Qiao,1949, Drama,6.2,12
1065,tt0340305,Quan shui ding dong, Quan shui ding dong,1982, Drama,7.5,14
1066,tt0340396,Born Coward, Tian sheng dan xiao,1994, Crime,6.2,39
1067,tt0340400,Tie xue Kunlun guan, Tie xue Kunlun guan,1994, War,7.0,13
1068,tt0340448,Xue jian hua ping, Xue jian hua ping,1986, Mystery,8.6,5
1069,tt0340453,The Bloody Battle of Taierzhuang, Xue zhan Taierzhuang,1986, War,6.5,148
1070,tt0340455,Yan yang tian, Yan yang tian,1975, Drama,3.5,13
1071,tt0340462,Ingeniously Taking Mount Hua, Zhi qu Huashan,1953, War,6.4,16
1072,tt0340587,Bing lin cheng xia, Bing lin cheng xia,1964, War,6.7,6
1073,tt0340623,Chen Huansheng shang cheng, Chen Huansheng shang cheng,1982, Drama,6.7,6
1074,tt0340626,Chongqing tan pan, Chongqing tan pan,1994, Drama,5.8,26
1075,tt0340628,Chunmiao, Chunmiao,1975, Drama,5.8,12
1076,tt0340764,Huan le ren jian, Huan le ren jian,1959, Drama,4.0,5
1078,tt0340925,Chess King, Qi wang,1988, Drama,6.8,19
1079,tt0340970,Sha mo zhui fei ji, Sha mo zhui fei ji,1959, Action,7.2,6
1080,tt0341111,Xing zhen feng yun, Xing zhen feng yun,1994, Action&Crime,5.2,5
1081,tt0341125,Zhong Guo ba wang hua, Zhong Guo ba wang hua,1990, Action&Crime,5.3,7
1082,tt0341128,Zhu jian, Zhu jian,1994, Action,7.3,7
1084,tt0341301,Chen Sanliang, Chen Sanliang,1959, Drama,5.4,5
1087,tt0342095,Corner Left Unnoticed by Love, Bei ai qing yi wang de jiao luo,1981, Drama,7.7,21
1088,tt0342103,Bi shui shuang hun, Bi shui shuang hun,1986, Fantasy&Romance,8.2,5
1089,tt0342246,Dai hao Er Yi San, Dai hao Er Yi San,1984, Thriller,7.7,7
1090,tt0342301,Dou ji, Dou ji,1990, Drama,6.4,7
1091,tt0342312,Duo cai de chen guang, Duo cai de chen guang,1984, Drama,7.7,7
1092,tt0342513,The Synthetic Man, He cheng ren,1988, Sci-Fi,5.9,7
1093,tt0342555,I Love You, Wo ai ni,2002, Drama&Romance,6.8,211
1094,tt0342697,Sheng huo xiu, Sheng huo xiu,2002, Drama,7.0,258
1095,tt0342778,The Missing Gun, Xun qiang,2002, Crime&Drama&Mystery,6.6,1135
1096,tt0342830,Countering Lights, Ni guang,1982, Romance,7.0,12
1097,tt0343105,To Live Is Better Than to Die, Hao si bu ru lai huo zhe,2003, Documentary,8.4,96
1098,tt0343195,Comic Star, Xi ju ming xing,1991, Drama,6.1,17
1099,tt0343213,The Conscription, Zhua zhuang ding,1963, Drama,7.3,22
1100,tt0343566,Da ze long she, Da ze long she,1982, Action,5.8,5
1101,tt0343571,Dai gu lu de yao lan, Dai gu lu de yao lan,1994, Drama,6.6,5
1102,tt0343885,Kai tian pi di, Kai tian pi di,1991, Drama,6.9,14
1103,tt0344331,Si du Chishui, Si du Chishui,1983, War,3.6,10
1104,tt0344500,Tutor, Tutor,1999, Drama,7.2,6
1105,tt0344568,Shanghai Panic, Wo men hai pa,2002, Drama&Romance,5.1,116
1106,tt0344589,Yue ya er, Yue ya er,1986, Drama,6.7,10
1108,tt0346565,Doctor Bethune, Baiqiuen dai fu,1964, Drama,6.9,14
1110,tt0346810,Dislocation, Cuo wei,1986, Drama&Sci-Fi&Thriller,7.2,81
1112,tt0346816,Total Destruction, Da hui mie,1990, Crime,4.8,5
1113,tt0346819,Cross the Dadu River, Dadu he,1980, War,5.7,17
1114,tt0346833,The Daughter of the Party, Dang de nu er,1958, Drama&Thriller&War,6.3,13
1117,tt0346975,Feng liu Qianlong, Feng liu Qianlong,1991, Action,5.4,5
1119,tt0347404,Divorce Wars, Li hun da zhan,1992, Drama,5.6,25
1120,tt0347405,Li hun he tong, Li hun he tong,1990, Drama,5.3,11
1121,tt0347442,Lu ming cui gu, Lu ming cui gu,1981, Family,5.8,5
1122,tt0347562,Mo gui fa qia, Mo gui fa qia,1994, Family&Fantasy,8.1,7
1123,tt0347684,Nu mo te zhi shi, Nu mo te zhi shi,1987, Drama&Mystery,6.0,7
1124,tt0347830,Qiu chang feng bo, Qiu chang feng bo,1957, Drama,4.6,5
1125,tt0347831,Quan wang, Quan wang,1993, War,2.5,18
1126,tt0347992,Death Ray on Coral Island, Shanhu dao shang de shi guang,1980, Sci-Fi&Thriller,5.0,13
1127,tt0348048,Sky Lovers, Tian shang de lian ren,2002, Drama,6.7,55
1128,tt0348143,Sun Zhongshan, Sun Zhongshan,1986, Drama,6.8,12
1129,tt0348233,Tou fa luan le, Tou fa luan le,1994, Drama,5.5,17
1131,tt0348493,Daughters of China, Zhong Hua nu er,1949, Drama&War,5.7,7
1133,tt0348651,The Well, Jing,1988, Drama,7.6,19
1135,tt0349743,Long xu gou, Long xu gou,1953, Drama,5.5,11
1136,tt0350575,Ba bai luo han, Ba bai luo han,1985, Action,5.9,50
1137,tt0350585,Eagles Brave the Storm, Bao feng yu zhong de xiong ying,1957, Drama&War,3.6,5
1138,tt0350762,Dao dan bu dui, Dao dan bu dui,1990, Drama,6.3,6
1139,tt0350831,Dong jin xuqu, Dong jin xuqu,1962, War,7.1,8
1140,tt0350852,Du Shiniang, Du Shiniang,1981, Drama,7.7,21
1141,tt0350875,Eerduosi feng bao, Eerduosi feng bao,1962, Drama,5.6,7
1142,tt0350897,Erzi kai dian, Erzi kai dian,1987, Drama,6.7,81
1143,tt0350967,Fu yu zhi, Fu yu zhi,1986, Comedy&Drama,6.6,37
1144,tt0351135,Ji zhan qian ye, Ji zhan qian ye,1957, Thriller,5.5,6
1145,tt0351136,Jia da xia, Jia da xia,1989, Action,7.1,8
1146,tt0351138,Jia nu zheng qing, Jia nu zheng qing,1990, Drama,8.2,6
1147,tt0351140,Jia ting wen ti, Jia ting wen ti,1964, Drama,5.0,6
1148,tt0351141,Jiang hu ba mian feng, Jiang hu ba mian feng,1991, Action&Adventure&Drama,4.6,5
1149,tt0351299,Blind Shaft, Mang jing,2003, Crime&Drama,7.5,2505
1150,tt0351712,Sha mao jing li, Sha mao jing li,1988, Drama,6.0,33
1151,tt0351716,Sheng Baoluo yi yuan zhi mi, Sheng Baoluo yi yuan zhi mi,1990, Crime&Horror&Thriller,6.4,25
1152,tt0351998,The Empress Dowager, Xi tai hou,1989, Biography&Drama&History,6.4,93
1153,tt0351999,Xian shi huo bao, Xian shi huo bao,1990, Drama,6.6,9
1154,tt0352000,Ye er liang kai geting, Ye er liang kai geting,1992, Comedy,6.2,32
1155,tt0352005,Ying sheng a ge, Ying sheng a ge,1982, Family,6.4,5
1156,tt0352008,The Eternal Wave, Yong bu xiao shi de dian bo,1958, Drama&Thriller&War,7.3,37
1158,tt0352337,Fenshui ling, Fenshui ling,1964, Drama,4.6,5
1159,tt0352615,From Victory to Victory, Nan zheng bei zhan,1952, War,5.8,45
1160,tt0353017,Xiao zi xian sun ci hou zhe, Xiao zi xian sun ci hou zhe,1993, Comedy,7.2,51
1161,tt0353291,Chengji sihan, Chengji sihan,1986, Adventure,7.7,7
1163,tt0353580,Jia wu feng yun, Jia wu feng yun,1962, History&War,6.8,57
1164,tt0354173,Violin, Xiao ti qing,2003, Drama,7.6,26
1165,tt0354227,Xin Zhongguo di yi da an, Xin Zhongguo di yi da an,1992, Crime,5.7,6
1166,tt0354243,Zhou Yus Train, Zhou Yu de huo che,2002, Drama&Romance,6.5,1472
1167,tt0354361,Ai qing sha gua, Ai qing sha gua,1993, Comedy,8.2,8
1168,tt0354417,Bian zhai feng huo, Bian zhai feng huo,1957, Thriller,7.5,6
1169,tt0354566,Fei hu dui, Fei hu dui,1995, War,4.5,17
1171,tt0354692,Langya shan wu zhuang shi, Langya shan wu zhuang shi,1958, War,5.8,72
1172,tt0354770,Prince Nezhas Triumph Against Dragon King, Nezha nao hai,1979, Action&Adventure&Animation,7.8,900
1174,tt0354878,Ru yan fei, Ru yan fei,1979, Drama,4.8,5
1175,tt0354911,Shan lin zhong tou yi ge nu ren, Shan lin zhong tou yi ge nu ren,1986, Drama,7.6,5
1176,tt0354964,Tie dao you ji dui, Tie dao you ji dui,1956, War,6.2,78
1177,tt0355035,Wu du mang mang, Wu du mang mang,1980, Thriller,7.8,5
1178,tt0355036,Five Golden Flowers, Wu duo Jinhua,1959, Musical&Romance,7.2,65
1179,tt0355037,Wu hai ye hang, Wu hai ye hang,1958, Drama,6.8,5
1180,tt0355056,Flowers of Our Motherland, Zuguo de huaduo,1955, Drama&Family,6.2,18
1182,tt0355465,Fathers, Fu qin ba ba,2001, N/A,6.3,12
1183,tt0355571,Interesting Times: The Secret of My Success, Lin qi da she tou,2002, Documentary,7.7,12
1184,tt0356127,Heavenly Grassland, Tianshang caoyuan,2002, N/A,7.7,25
1186,tt0356483,Cong nu li dao jiang jun, Cong nu li dao jiang jun,1979, Drama&War,7.0,9
1187,tt0356499,Under the Bridge, Da qiao xia mian,1984, Romance,7.3,48
1189,tt0357067,Forever Young, Qing chun wan sui,1983, Drama&Family,7.2,17
1190,tt0357176,Si ge xiao huo ban, Si ge xiao huo ban,1981, Comedy&Family,6.2,8
1191,tt0357306,For Peace, Wei le he ping,1956, Drama,5.8,9
1192,tt0357867,Liu hao men, Liu hao men,1952, Drama,4.6,5
1194,tt0358292,Villages Cadre, Xiao po qing wang,1987, Comedy,5.2,8
1196,tt0361634,For the Children, Meili de dajiao,2003, Drama,6.5,146
1198,tt0362288,Voice from Hometown, Voice from Hometown,1983, N/A,8.1,8
1199,tt0363290,Purple Butterfly, Zi hu die,2003, Drama&History&War,6.1,1198
1200,tt0365402,Spring Subway, Kai wang chun tian de di tie,2002, Drama&Romance,7.0,409
1202,tt0365917,Welcome to Destination Shanghai, Mu di di Shanghai,2003, Drama,4.6,51
1205,tt0367247,Eyes of a Beauty, Xi shi yan,2002, Drama,7.1,16
1206,tt0367602,Drunken Monkey, Zhui ma lao,2003, Action&Adventure&Comedy,5.9,568
1207,tt0367765,Gada Meilin, Gada Meilin,2002, Action&Adventure&Drama,6.2,62
1209,tt0368276,Hero Zheng Chengong, Yingxiong Zheng Chengong,2001, Action&Drama&War,6.3,61
1214,tt0369552,Huangjiang nüxia, Huangjiang nüxia,1930, Action&Drama&History,6.6,14
1217,tt0370074,Bus Number 3, Xiao zi bei,1980, N/A,6.4,10
1219,tt0370969,Jasmine Flower, Mo li hua kai,2004, Drama&Family&Romance,6.5,790
1222,tt0373081,A Love of Blueness, Lan se ai qing,2001, Romance,7.2,50
1225,tt0374330,Warriors of Heaven and Earth, Tian di ying xiong,2003, Action&Adventure&Drama,6.3,4105
1229,tt0379278,Drifters, Er di,2003, Drama,6.3,268
1230,tt0379329,Shanghai Women, Jia zhuang mei gan jue,2002, Drama,7.1,21
1231,tt0379587,My Father and I, Wo he ba ba,2003, Drama,6.7,165
1236,tt0382066,The Happy Bachelors, Kuai le de dan shen han,1985, N/A,6.6,14
1237,tt0382821,Green Tea, Lü cha,2003, Drama&Romance,6.6,706
1242,tt0384804,All Tomorrows Parties, Mingri tianya,2003, Drama&Sci-Fi,5.9,138
1243,tt0385004,House of Flying Daggers, Shi mian mai fu,2004, Action&Adventure&Drama,7.5,108514
1246,tt0385893,Where Have All the Flowers Gone, Na shi hua kai,2002, Romance,6.3,102
1248,tt0386651,Mountain Patrol, Kekexili,2004, Action&Drama,7.6,4776
1249,tt0386814,Peach Blossom, Tao hua man tian hong,1995, N/A,7.1,11
1250,tt0387592,Something About Secret, Shuo chu ni de mi mi,1999, Drama,6.9,25
1253,tt0388549,The New Years Gift, Ya sui qian,1937, N/A,5.2,9
1255,tt0389448,Tie Xi Qu: West of the Tracks, Tiexi qu,2002, Documentary,8.4,1031
1257,tt0390054,Gone Is the One Who Held Me Dearest in the World, Shi jie shang zui teng wo de na ge ren qu le,2002, Drama,7.0,57
1260,tt0390311,Nuan, Nuan,2003, Drama,7.0,218
1261,tt0390475,The Only Sons, Shan qing shui xiu,2003, Drama,7.3,6
1262,tt0390649,Uniform, Zhifu,2003, Drama&Thriller,6.3,231
1263,tt0390805,A Father with His Twenty-five Children, Er shi wu ge hai zi yi ge die,2003, Drama&Family,6.6,32
1265,tt0395819,Murky Shadow Over the Gorges, Xia jiang yiying,1985, Action,6.6,21
1272,tt0397625,The Magic Braid, Sen blain,1986, Adventure,6.2,80
1275,tt0398388,When Ruoma Was Seventeen, Ruoma de shi qi sui,2002, Drama&Romance,6.8,102
1277,tt0399048,Beauty Remains, Mei ren yi jiu,2005, Drama,5.3,110
1279,tt0399650,Cell Phone, Shou ji,2003, Comedy&Drama,7.0,1284
1281,tt0400888,Daybreak, Tianming,1933, Drama,6.7,132
1285,tt0402600,South of the Clouds, Yun de nan fang,2004, Drama,7.3,68
1291,tt0404808,Bamboo Shoot, Zi yu zi le,2004, Comedy,6.4,81
1292,tt0405023,Dazzling, Hua yan,2002, Drama&Fantasy&Romance,7.1,53
1294,tt0405497,Taking Tiger Mountain by Strategy, Zhi qu wei hu shan,1970, Musical&War,6.2,38
1296,tt0406002,The Story of Ermei, Jing zhe,2004, Drama,7.4,20
1300,tt0407876,The Red Detachment of Women, Hong se niang zi jun,1970, Music,7.9,85
1302,tt0409519,Unexpected Passion, Zaoyu jiqing,1991, N/A,7.7,9
1305,tt0410921,Xiao Yao Valley in the Song Mountains, Gaoshan xiao yao gu,2001, Action&Drama,6.0,8
1310,tt0415116,Baober in Love, Lian ai zhong de Bao Bei,2004, Drama&Fantasy&Mystery,4.9,199
1315,tt0415948,Passages, Lü cheng,2004, Drama,7.0,65
1319,tt0416634,Tea-Horse Road Series: Delamu, Cha ma gu dao xi lie,2004, Documentary,7.4,166
1321,tt0416943,Green Hat, Lu mao zi,2004, Drama,6.8,247
1323,tt0417279,Qi xia si 1937, Qi xia si 1937,2004, War,7.7,9
1325,tt0417976,The Promise, Wu ji,2005, Action&Drama&Fantasy,5.6,8968
1330,tt0422532,Jing Gaier, Jing Gaier,2004, Comedy&Crime,7.6,41
1331,tt0422738,Shanghai Story, Meili Shanghai,2004, Drama,7.1,67
1332,tt0423176,The World, Shijie,2004, Drama,7.1,3117
1336,tt0424133,Two Great Sheep, Hao da yi dui yang,2004, Drama,6.1,60
1337,tt0424234,Letter from an Unknown Woman, Yi ge mo sheng nu ren de lai xin,2004, Drama,6.8,673
1338,tt0424273,Electric Shadows, Meng ying tong nian,2004, Drama,7.5,990
1340,tt0425637,Red Cliff, Chi bi,2008, Action&Adventure&Drama,7.4,44084
1343,tt0428076,Ôsama no kampô, Ôsama no kampô,2004, Drama,6.5,22
1349,tt0431729,The East is Red, Dongfang hong,1965, Musical,7.0,102
1351,tt0431940,My Crazy Mother, Ngor ah ma fat jai won,2005, Comedy,4.5,27
1353,tt0433929,Maiden Work, Chunü zuo,1997, Drama,7.2,5
1357,tt0434936,Feuille, Feuille,2004, Drama,4.9,32
1358,tt0435096,Juvenile Chen Zhen, Shao nian Chen Zhen,2004, Action,5.8,13
1361,tt0436721,Night and Day, Ri ri ye ye,2004, Drama,6.0,118
1363,tt0437447,Riding Alone for Thousands of Miles, Qian li zou dan qi,2005, Drama,7.3,4904
1365,tt0438500,Queen of Sports, Ti yu huang hou,1934, Drama,6.0,65
1366,tt0439630,Initial D, Tau man ji D,2005, Action&Comedy&Drama,6.4,7744
1368,tt0439884,A World Without Thieves, Tian xia wu zei,2004, Action&Crime&Drama,7.2,4711
1382,tt0441912,My 1919, Wo de 1919,1999, Drama,6.8,121
1384,tt0443290,Wellspring, Wellspring,2003, Documentary,6.0,6
1388,tt0445506,Peacock, Kong que,2005, Drama,7.6,978
1391,tt0445853,Hands in the Hair, Zuo tou,2006, Drama,5.3,98
1392,tt0446059,Fearless, Huo Yuan Jia,2006, Action&Biography&Drama,7.6,73288
1393,tt0446403,Milk and Fashion, Milk and Fashion,2007, Drama&Romance,3.5,49
1395,tt0446755,The Painted Veil, The Painted Veil,2006, Drama&Romance,7.5,89550
1402,tt0450044,The Foliage, Mei ren cao,2004, Drama,6.1,146
1403,tt0450099,A Time to Love, Qing ren jie,2005, Drama&Romance,6.8,366
1411,tt0453204,38 Degrees, San shi ba du,2003, Comedy&Romance,6.4,5
1412,tt0453223,Taekwondo, Tai quan dao,2004, Drama,7.4,19
1413,tt0453313,Far from Home, Wo de mei li xiang chou,2002, Drama&War,4.9,21
1414,tt0453317,Fidelity, Xiong di,2004, Drama,5.8,10
1415,tt0453319,A Pinwheel Without Wind, Ting che zan jie wen,2002, Romance,4.1,30
1416,tt0453323,A West Lake Moment, Yuan yang hu die,2004, Drama&Romance,5.8,119
1417,tt0453795,Oxhide, Niu pi,2005, Documentary&Drama,7.0,187
1418,tt0453979,Before the Flood, Yan mo,2005, Documentary,7.3,46
1420,tt0454914,Perhaps Love, Ru guo · Ai,2005, Drama&Musical&Romance,6.8,2369
1426,tt0456658,Shanghai Dreams, Qing hong,2005, Drama,7.0,1082
1428,tt0456911,Rice, Da hong mi dian,1995, Drama,6.7,76
1432,tt0457211,Wu zhai, Wu zhai,1994, Horror,6.2,12
1433,tt0457472,Stolen Life, Sheng si jie,2005, Drama,6.5,322
1434,tt0457630,The Life of Wu Xun, Wu Xun zhuan,1951, Drama,6.8,45
1438,tt0459399,Roaring Across the Horizon, Heng kong chu shi,1999, Drama,7.4,89
1441,tt0461329,Rhapsody of Spring, Chun tian de kuang xiang,1998, Drama,5.5,8
1442,tt0461539,Pirated Copy, Man yan,2004, Comedy&Crime&Drama,6.4,81
1444,tt0461804,Mongolian Ping Pong, Lü cao di,2005, Comedy&Drama,6.6,764
1445,tt0463390,Rainbow, Wo xin fei xiang,2005, Drama,6.4,45
1446,tt0464660,Huayao Bride in Shangrila, Hua yao xin niang,2005, Romance,6.3,68
1447,tt0464763,Yin shi, Yin shi,2005, Drama,5.7,29
1449,tt0465676,The Banquet, Ye yan,2006, Action&Drama&Fantasy,6.4,6660
1453,tt0468659,Ba bai zhuang shi, Ba bai zhuang shi,1938, War,6.7,6
1455,tt0470084,The Winter of Three Hairs, San Mao liu lang ji,1949, Comedy&Drama,6.8,139
1456,tt0470128,The Letter with Feathers, Ji mao xin,1954, War,5.2,53
1458,tt0470302,The Road, Fang xiang zhi lu,2006, Drama,7.0,276
1459,tt0470385,Jiao Yulu, Jiao Yulu,1990, Biography,5.9,64
1460,tt0470386,My Sisters Dictionary, Jiejie cidian,2005, Drama,7.3,15
1461,tt0470390,The Law of Romance, Jing cha you yue,2003, Comedy&Romance,6.5,30
1462,tt0470423,The Lin Family Shop, Lin jia pu zi,1959, Drama,7.2,108
1463,tt0470532,The Story of Xiao-Yan, Shang xue lu shang,2004, Family,7.3,78
1464,tt0470549,Unforgettable Life, Te bie shou shu shi,1988, Drama,5.0,24
1466,tt0470610,Eat Hot Tofu Slowly, Xin ji chi bu liao re dou fu,2005, Comedy,6.3,139
1467,tt0470617,The Making of Steel, Zhang da cheng ren,1997, Drama,7.3,57
1468,tt0470621,Suffocation, Zhixi,2005, Thriller,5.6,138
1470,tt0470935,My Bitter Sweet Taiwan, Taiwan wang shi,2004, Drama,7.5,17
1472,tt0471087,Eight Thousand Li of Cloud and Moon, Ba qian li lu yun he yue,1947, Drama,6.8,34
1473,tt0471381,Conned Once, Shang yi dang,1992, Comedy,6.4,29
1474,tt0471437,The Vanished Woman, Xiao shi de nu ren,1993, Drama,6.5,8
1475,tt0471945,Princess Iron Fan, Tie shan gong zhu,1941, Animation&Fantasy,6.5,232
1477,tt0472622,The Red Detachment of Women, Hong se niang zi jun,1961, War,6.8,274
1479,tt0473444,Curse of the Golden Flower, Man cheng jin dai huang jin jia,2006, Action&Drama&History,7.0,42547
1485,tt0477719,Dam Street, Hong yan,2005, Drama,6.8,271
1486,tt0477890,Tai tai wan sui, Tai tai wan sui,1947, Comedy&Drama&Romance,7.3,99
1487,tt0477927,Wu qiong dong, Wu qiong dong,2005, Drama,5.7,59
1488,tt0477928,New Women, Xin nu xing,1935, Drama,6.9,173
1490,tt0478434,No More Applause, Wu ren he cai,1993, Drama,7.1,7
1496,tt0480720,Seven Nights, Qi ye,2005, Horror,4.6,25
1497,tt0481870,Li Shizhen, Li Shizhen,1956, Drama,6.8,16
1498,tt0482051,One Foot Off the Ground, Ji quan bu ning,2006, Comedy&Drama,6.2,167
1501,tt0483468,The White-haired Girl, Bai mao nu,1951, Drama&Music,6.4,79
1504,tt0483922,Red Crag, Lie huo zhong yong sheng,1965, Drama,6.2,27
1505,tt0483951,Shang shi, Shang shi,1981, Drama,6.8,6
1506,tt0483957,All About Love, Tsoi suet yuk chi ngo oi nei,2005, Drama&Romance,5.9,378
1507,tt0483960,Spring Is Splended Color, Wan zi qian hong zong shi chun,1959, Drama,7.0,5
1509,tt0484051,Kochankowie roku tygrysa, Kochankowie roku tygrysa,2005, Adventure&Drama&Romance,5.2,114
1513,tt0485441,Wild Rose, Ye mei gui,1932, Drama&Romance,6.8,85
1514,tt0485442,Yichuan zhenzhu, Yichuan zhenzhu,1926, Drama,6.1,19
1515,tt0485444,Zhifen shichang, Zhifen shichang,1933, Drama,5.8,9
1516,tt0485669,Lin shi ba ba, Lin shi ba ba,1993, Drama,5.4,8
1517,tt0485863,Battle of the Warriors, Mo gong,2006, Action&Drama&War,6.7,3977
1520,tt0487102,Hui min zhi dui, Hui min zhi dui,1959, War,5.9,8
1523,tt0487423,Dance with Farm Workers, He min gong tiao wu,2002, Documentary,7.2,13
1526,tt0488103,Curse of Lola, Zu zhou,2005, Horror,5.0,165
1527,tt0488572,Legend of the Dragon, Long wei fu zi,2005, Action&Drama,5.2,39
1535,tt0490961,So Much Rice, Hao duo da mi,2005, Drama,5.6,23
1537,tt0491029,The Silent Holy Stones, Lhing vjags kyi ma ni rdo vbum,2005, Drama,7.0,64
1540,tt0492473,Little Red Flowers, Kan shang qu hen mei,2006, Comedy&Drama,6.7,1434
1544,tt0493655,The Chinas Next Top Princess, Fei zi xiao,2005, Comedy,5.0,30
